1.43134	-1.22343
1.38217	-1.24303
1.47839	-1.20656
1.33134	-1.26534
1.52258	-1.19247
1.27985	-1.29074
1.56297	-1.18098
1.59868	-1.17161
1.22933	-1.3176
1.62886	-1.16358
1.65289	-1.15586
1.17646	-1.3444
1.67041	-1.14716
1.6815	-1.13599
1.68693	-1.12088
1.68802	-1.101
1.12185	-1.37815
1.686	-1.07617
1.68186	-1.04649
1.67638	-1.01226
1.079	-1.41181
1.67016	-0.97385
1.02427	-1.43522
1.66367	-0.93169
1.65721	-0.88621
1.65093	-0.83782
0.96617	-1.47791
1.64493	-0.78674
0.93565	-1.51537
1.63965	-0.73322
0.87814	-1.53671
1.63519	-0.67839
1.62981	-0.62223
0.82533	-1.58251
1.62486	-0.56189
0.79387	-1.61875
1.62564	-0.50151
0.74337	-1.64515
1.62028	-0.44753
1.61067	-0.37987
0.69786	-1.68606
0.66141	-1.72022
1.6228	-0.30774
1.61592	-0.27051
0.6193	-1.75189
1.59921	-0.19166
0.58003	-1.78665
0.54308	-1.81929
1.62805	-0.10041
1.60936	-0.09387
0.5068	-1.85112
1.59501	0.0
0.47189	-1.88231
0.43841	-1.91265
1.60936	0.09387
1.62805	0.10041
0.40634	-1.94198
0.37563	-1.9703
1.59921	0.19166
0.34633	-1.99755
1.61592	0.27051
0.31846	-2.02369
1.6228	0.30774
0.29201	-2.04865
1.61067	0.37987
0.26701	-2.0724
0.24346	-2.0949
1.62028	0.44753
0.22138	-2.11611
0.20077	-2.13599
1.62564	0.50151
0.18165	-2.15453
0.16402	-2.17168
1.62486	0.56189
0.1479	-2.18742
0.13328	-2.20173
1.62981	0.62223
0.12019	-2.21459
0.09857	-2.23588
0.10861	-2.22598
1.63519	0.67839
0.07768	-2.25654
0.0831	-2.25118
0.09007	-2.24428
0.07148	-2.26269
0.07381	-2.26038
1.63965	0.73322
1.64493	0.78674
1.65093	0.83782
0.13328	2.20173
0.09857	2.23588
0.10861	2.22598
0.12019	2.21459
0.37563	1.9703
0.47189	1.88231
0.87814	1.53671
0.74337	1.64515
0.96617	1.47791
0.1479	2.18742
0.43841	1.91265
0.34633	1.99755
0.40634	1.94198
0.29201	2.04865
0.16402	2.17168
0.69786	1.68606
0.18165	2.15453
0.66141	1.72022
0.20077	2.13599
0.82533	1.58251
0.5068	1.85112
0.24346	2.0949
0.79387	1.61875
0.26701	2.0724
0.22138	2.11611
0.54308	1.81929
0.31846	2.02369
0.6193	1.75189
0.58003	1.78665
0.07768	2.25654
0.07148	2.26269
0.07381	2.26038
0.0831	2.25118
0.09007	2.24428
1.65721	0.88621
0.93565	1.51537
1.079	1.41181
1.02427	1.43522
1.66367	0.93169
1.17646	1.3444
1.12185	1.37815
1.27985	1.29074
1.22933	1.3176
1.67016	0.97385
1.38217	1.24303
1.33134	1.26534
1.67638	1.01226
1.43134	1.22343
1.68186	1.04649
1.47839	1.20656
1.686	1.07617
1.56297	1.18098
1.52258	1.19247
1.68802	1.101
1.59868	1.17161
1.6815	1.13599
1.67041	1.14716
1.68693	1.12088
1.65289	1.15586
1.62886	1.16358
